image_path,label,target_person_id
dataset/test\n000003\0249_01.jpg,impostor,n000025
dataset/test\n000021\0013_01.jpg,impostor,n000033
dataset/test\n000008\0002_01.jpg,impostor,n000016
dataset/test\n000023\0047_01.jpg,genuine,n000023
dataset/test\n000010\0108_01.jpg,genuine,n000010
dataset/test\n000012\0250_01.jpg,impostor,n000007
dataset/test\n000021\0085_01.jpg,impostor,n000010
dataset/test\n000010\0069_01.jpg,genuine,n000010
dataset/test\n000024\0138_01.jpg,genuine,n000024
dataset/test\n000030\0075_01.jpg,impostor,n000027
dataset/test\n000021\0098_01.jpg,genuine,n000021
dataset/test\n000015\0154_01.jpg,genuine,n000015
dataset/test\n000004\0178_01.jpg,impostor,n000032
dataset/test\n000023\0063_01.jpg,genuine,n000023
dataset/test\n000032\0127_03.jpg,impostor,n000012
dataset/test\n000030\0218_02.jpg,impostor,n000007
dataset/test\n000025\0325_02.jpg,genuine,n000025
dataset/test\n000002\0117_01.jpg,impostor,n000004
dataset/test\n000018\0045_01.jpg,genuine,n000018
dataset/test\n000005\0101_01.jpg,impostor,n000026
dataset/test\n000033\0396_01.jpg,genuine,n000033
dataset/test\n000026\0033_01.jpg,genuine,n000026
dataset/test\n000014\0093_01.jpg,genuine,n000014
dataset/test\n000030\0087_01.jpg,impostor,n000032
dataset/test\n000033\0004_01.jpg,genuine,n000033
dataset/test\n000007\0200_02.jpg,genuine,n000007
dataset/test\n000015\0167_04.jpg,impostor,n000025
dataset/test\n000027\0091_02.jpg,genuine,n000027
dataset/test\n000003\0137_01.jpg,impostor,n000016
dataset/test\n000014\0169_01.jpg,impostor,n000021
dataset/test\n000030\0058_01.jpg,genuine,n000030
dataset/test\n000004\0127_01.jpg,impostor,n000007
dataset/test\n000032\0185_01.jpg,genuine,n000032
dataset/test\n000032\0104_01.jpg,impostor,n000025
dataset/test\n000022\0162_01.jpg,impostor,n000010
dataset/test\n000023\0017_01.jpg,impostor,n000013
dataset/test\n000021\0114_01.jpg,impostor,n000006
dataset/test\n000008\0119_01.jpg,impostor,n000014
dataset/test\n000030\0027_01.jpg,genuine,n000030
dataset/test\n000003\0231_01.jpg,genuine,n000003
dataset/test\n000004\0319_02.jpg,impostor,n000033
dataset/test\n000011\0070_03.jpg,impostor,n000013
dataset/test\n000032\0424_01.jpg,impostor,n000026
dataset/test\n000024\0069_01.jpg,genuine,n000024
dataset/test\n000014\0193_01.jpg,impostor,n000008
dataset/test\n000007\0113_02.jpg,impostor,n000018
dataset/test\n000005\0401_01.jpg,impostor,n000004
dataset/test\n000008\0140_01.jpg,genuine,n000008
dataset/test\n000005\0059_01.jpg,genuine,n000005
dataset/test\n000017\0205_02.jpg,impostor,n000031
dataset/test\n000002\0224_01.jpg,genuine,n000002
dataset/test\n000024\0490_01.jpg,genuine,n000024
dataset/test\n000023\0241_01.jpg,genuine,n000023
dataset/test\n000004\0135_01.jpg,genuine,n000004
dataset/test\n000004\0064_01.jpg,impostor,n000027
dataset/test\n000006\0127_01.jpg,impostor,n000015
dataset/test\n000033\0402_01.jpg,genuine,n000033
dataset/test\n000026\0051_04.jpg,genuine,n000026
dataset/test\n000027\0163_01.jpg,genuine,n000027
dataset/test\n000002\0270_01.jpg,impostor,n000019
dataset/test\n000018\0024_01.jpg,impostor,n000026
dataset/test\n000024\0140_01.jpg,genuine,n000024
dataset/test\n000016\0109_01.jpg,genuine,n000016
dataset/test\n000013\0065_01.jpg,impostor,n000033
dataset/test\n000023\0133_01.jpg,impostor,n000006
dataset/test\n000016\0485_01.jpg,impostor,n000006
dataset/test\n000006\0198_01.jpg,impostor,n000010
dataset/test\n000008\0144_01.jpg,genuine,n000008
dataset/test\n000021\0025_01.jpg,genuine,n000021
dataset/test\n000002\0004_01.jpg,genuine,n000002
dataset/test\n000025\0048_01.jpg,genuine,n000025
dataset/test\n000022\0052_01.jpg,genuine,n000022
dataset/test\n000015\0032_01.jpg,genuine,n000015
dataset/test\n000011\0159_01.jpg,genuine,n000011
dataset/test\n000016\0036_01.jpg,genuine,n000016
dataset/test\n000028\0056_01.jpg,genuine,n000028
dataset/test\n000013\0143_01.jpg,impostor,n000016
dataset/test\n000004\0047_02.jpg,genuine,n000004
dataset/test\n000002\0204_02.jpg,genuine,n000002
dataset/test\n000016\0137_01.jpg,impostor,n000012
dataset/test\n000032\0342_01.jpg,impostor,n000025
dataset/test\n000011\0128_01.jpg,impostor,n000002
dataset/test\n000020\0046_03.jpg,genuine,n000020
dataset/test\n000020\0097_03.jpg,impostor,n000014
dataset/test\n000022\0331_08.jpg,impostor,n000012
dataset/test\n000004\0062_01.jpg,impostor,n000006
dataset/test\n000030\0060_01.jpg,genuine,n000030
dataset/test\n000017\0123_02.jpg,impostor,n000024
dataset/test\n000016\0461_01.jpg,impostor,n000007
dataset/test\n000011\0382_01.jpg,impostor,n000024
dataset/test\n000002\0031_03.jpg,genuine,n000002
dataset/test\n000003\0097_01.jpg,impostor,n000021
dataset/test\n000024\0028_01.jpg,impostor,n000007
dataset/test\n000024\0148_01.jpg,impostor,n000027
dataset/test\n000022\0190_01.jpg,genuine,n000022
dataset/test\n000020\0076_01.jpg,genuine,n000020
dataset/test\n000014\0205_01.jpg,impostor,n000021
dataset/test\n000004\0301_01.jpg,impostor,n000013
dataset/test\n000020\0334_01.jpg,genuine,n000020
dataset/test\n000023\0110_01.jpg,genuine,n000023
dataset/test\n000024\0480_01.jpg,impostor,n000016
dataset/test\n000022\0071_01.jpg,genuine,n000022
dataset/test\n000019\0175_02.jpg,impostor,n000025
dataset/test\n000019\0103_01.jpg,impostor,n000002
dataset/test\n000016\0080_01.jpg,impostor,n000007
dataset/test\n000012\0055_01.jpg,genuine,n000012
dataset/test\n000006\0118_01.jpg,genuine,n000006
dataset/test\n000033\0194_01.jpg,genuine,n000033
dataset/test\n000002\0178_02.jpg,impostor,n000023
dataset/test\n000026\0056_02.jpg,impostor,n000027
dataset/test\n000008\0341_01.jpg,impostor,n000015
dataset/test\n000004\0377_01.jpg,genuine,n000004
dataset/test\n000015\0412_01.jpg,genuine,n000015
dataset/test\n000024\0397_02.jpg,genuine,n000024
dataset/test\n000016\0144_01.jpg,genuine,n000016
dataset/test\n000013\0210_01.jpg,genuine,n000013
dataset/test\n000020\0099_02.jpg,genuine,n000020
dataset/test\n000006\0101_01.jpg,genuine,n000006
dataset/test\n000004\0111_01.jpg,genuine,n000004
dataset/test\n000027\0056_01.jpg,impostor,n000031
dataset/test\n000023\0238_01.jpg,impostor,n000005
dataset/test\n000007\0076_01.jpg,impostor,n000030
dataset/test\n000031\0190_01.jpg,genuine,n000031
dataset/test\n000031\0017_01.jpg,impostor,n000023
dataset/test\n000019\0111_01.jpg,impostor,n000007
dataset/test\n000013\0110_01.jpg,impostor,n000012
dataset/test\n000018\0050_02.jpg,impostor,n000028
dataset/test\n000004\0319_02.jpg,genuine,n000004
dataset/test\n000006\0496_01.jpg,impostor,n000022
dataset/test\n000031\0217_01.jpg,impostor,n000019
dataset/test\n000033\0180_03.jpg,genuine,n000033
dataset/test\n000006\0154_01.jpg,impostor,n000019
dataset/test\n000019\0217_01.jpg,impostor,n000005
dataset/test\n000033\0292_02.jpg,impostor,n000013
dataset/test\n000032\0025_01.jpg,impostor,n000023
dataset/test\n000011\0306_03.jpg,genuine,n000011
dataset/test\n000024\0219_01.jpg,impostor,n000033
dataset/test\n000022\0050_01.jpg,impostor,n000004
dataset/test\n000020\0176_01.jpg,genuine,n000020
dataset/test\n000033\0098_02.jpg,impostor,n000017
dataset/test\n000033\0174_01.jpg,impostor,n000006
dataset/test\n000020\0032_01.jpg,genuine,n000020
dataset/test\n000033\0104_01.jpg,genuine,n000033
dataset/test\n000017\0215_01.jpg,genuine,n000017
dataset/test\n000015\0423_01.jpg,impostor,n000019
dataset/test\n000023\0322_01.jpg,impostor,n000032
dataset/test\n000018\0112_01.jpg,impostor,n000033
dataset/test\n000027\0203_05.jpg,impostor,n000003
dataset/test\n000027\0230_01.jpg,genuine,n000027
dataset/test\n000023\0115_01.jpg,impostor,n000033
dataset/test\n000019\0127_03.jpg,impostor,n000027
dataset/test\n000031\0063_01.jpg,genuine,n000031
dataset/test\n000014\0110_01.jpg,genuine,n000014
dataset/test\n000007\0419_01.jpg,impostor,n000022
dataset/test\n000032\0124_01.jpg,impostor,n000012
dataset/test\n000027\0025_01.jpg,impostor,n000019
dataset/test\n000013\0143_01.jpg,genuine,n000013
dataset/test\n000011\0107_01.jpg,genuine,n000011
dataset/test\n000028\0173_03.jpg,impostor,n000022
dataset/test\n000003\0057_01.jpg,genuine,n000003
dataset/test\n000024\0110_01.jpg,genuine,n000024
dataset/test\n000031\0112_01.jpg,genuine,n000031
dataset/test\n000023\0331_01.jpg,impostor,n000010
dataset/test\n000020\0457_01.jpg,impostor,n000023
dataset/test\n000020\0034_01.jpg,impostor,n000028
dataset/test\n000025\0188_01.jpg,impostor,n000023
dataset/test\n000025\0319_01.jpg,impostor,n000018
dataset/test\n000031\0103_01.jpg,impostor,n000027
dataset/test\n000028\0136_03.jpg,impostor,n000003
dataset/test\n000025\0255_01.jpg,impostor,n000002
dataset/test\n000019\0372_02.jpg,impostor,n000008
dataset/test\n000014\0130_09.jpg,impostor,n000018
dataset/test\n000012\0406_01.jpg,impostor,n000010
dataset/test\n000033\0014_01.jpg,genuine,n000033
dataset/test\n000012\0350_02.jpg,genuine,n000012
dataset/test\n000030\0112_01.jpg,impostor,n000022
dataset/test\n000016\0024_01.jpg,genuine,n000016
dataset/test\n000028\0055_01.jpg,genuine,n000028
dataset/test\n000014\0244_02.jpg,impostor,n000030
dataset/test\n000008\0175_01.jpg,genuine,n000008
dataset/test\n000021\0032_02.jpg,genuine,n000021
dataset/test\n000026\0194_05.jpg,impostor,n000008
dataset/test\n000022\0162_01.jpg,genuine,n000022
dataset/test\n000026\0036_01.jpg,impostor,n000025
dataset/test\n000005\0162_01.jpg,impostor,n000007
dataset/test\n000027\0434_02.jpg,impostor,n000021
dataset/test\n000015\0201_01.jpg,impostor,n000018
dataset/test\n000017\0335_01.jpg,genuine,n000017
dataset/test\n000008\0041_01.jpg,genuine,n000008
dataset/test\n000020\0130_01.jpg,impostor,n000016
dataset/test\n000019\0280_01.jpg,impostor,n000017
dataset/test\n000021\0091_01.jpg,impostor,n000004
dataset/test\n000023\0070_01.jpg,genuine,n000023
dataset/test\n000011\0407_06.jpg,genuine,n000011
dataset/test\n000028\0157_01.jpg,genuine,n000028
dataset/test\n000026\0134_01.jpg,genuine,n000026
dataset/test\n000012\0027_01.jpg,impostor,n000004
dataset/test\n000008\0347_01.jpg,impostor,n000018
dataset/test\n000028\0052_01.jpg,genuine,n000028
dataset/test\n000027\0417_01.jpg,genuine,n000027
dataset/test\n000002\0117_01.jpg,genuine,n000002
dataset/test\n000005\0203_01.jpg,genuine,n000005
dataset/test\n000008\0128_01.jpg,genuine,n000008
dataset/test\n000025\0151_02.jpg,impostor,n000013
dataset/test\n000013\0254_01.jpg,genuine,n000013
dataset/test\n000006\0080_01.jpg,genuine,n000006
dataset/test\n000016\0115_01.jpg,impostor,n000015
dataset/test\n000006\0467_01.jpg,impostor,n000022
dataset/test\n000032\0378_01.jpg,genuine,n000032
dataset/test\n000031\0064_01.jpg,genuine,n000031
dataset/test\n000020\0158_01.jpg,genuine,n000020
dataset/test\n000008\0250_02.jpg,impostor,n000015
dataset/test\n000030\0059_01.jpg,genuine,n000030
dataset/test\n000026\0344_01.jpg,genuine,n000026
dataset/test\n000013\0328_01.jpg,genuine,n000013
dataset/test\n000027\0165_01.jpg,genuine,n000027
dataset/test\n000007\0125_01.jpg,impostor,n000026
dataset/test\n000013\0062_02.jpg,impostor,n000014
dataset/test\n000007\0414_01.jpg,genuine,n000007
dataset/test\n000003\0023_03.jpg,impostor,n000022
dataset/test\n000032\0050_01.jpg,impostor,n000025
dataset/test\n000002\0016_01.jpg,impostor,n000004
dataset/test\n000033\0034_01.jpg,genuine,n000033
dataset/test\n000022\0082_01.jpg,genuine,n000022
dataset/test\n000019\0413_01.jpg,genuine,n000019
dataset/test\n000014\0130_34.jpg,impostor,n000022
dataset/test\n000031\0313_01.jpg,impostor,n000018
dataset/test\n000032\0279_01.jpg,impostor,n000030
dataset/test\n000028\0178_01.jpg,impostor,n000019
dataset/test\n000024\0426_01.jpg,impostor,n000026
dataset/test\n000006\0323_01.jpg,impostor,n000028
dataset/test\n000006\0358_01.jpg,genuine,n000006
dataset/test\n000003\0087_01.jpg,impostor,n000017
dataset/test\n000005\0071_01.jpg,genuine,n000005
dataset/test\n000026\0028_01.jpg,genuine,n000026
dataset/test\n000027\0014_01.jpg,genuine,n000027
dataset/test\n000030\0179_02.jpg,genuine,n000030
dataset/test\n000002\0043_01.jpg,genuine,n000002
dataset/test\n000022\0186_01.jpg,genuine,n000022
dataset/test\n000006\0167_01.jpg,impostor,n000011
dataset/test\n000002\0073_01.jpg,impostor,n000006
dataset/test\n000033\0364_01.jpg,impostor,n000027
dataset/test\n000025\0084_01.jpg,genuine,n000025
dataset/test\n000024\0188_01.jpg,impostor,n000005
dataset/test\n000025\0187_01.jpg,impostor,n000022
dataset/test\n000031\0138_01.jpg,impostor,n000015
dataset/test\n000010\0016_01.jpg,genuine,n000010
dataset/test\n000026\0383_01.jpg,impostor,n000015
dataset/test\n000011\0366_01.jpg,genuine,n000011
dataset/test\n000013\0327_01.jpg,impostor,n000012
dataset/test\n000014\0255_01.jpg,genuine,n000014
dataset/test\n000025\0095_01.jpg,genuine,n000025
dataset/test\n000032\0428_01.jpg,genuine,n000032
dataset/test\n000016\0459_01.jpg,impostor,n000033
dataset/test\n000008\0209_01.jpg,impostor,n000013
dataset/test\n000016\0023_01.jpg,genuine,n000016
dataset/test\n000011\0287_03.jpg,genuine,n000011
dataset/test\n000008\0324_01.jpg,genuine,n000008
dataset/test\n000024\0232_01.jpg,genuine,n000024
dataset/test\n000026\0236_01.jpg,impostor,n000030
dataset/test\n000027\0169_01.jpg,impostor,n000012
dataset/test\n000026\0389_01.jpg,impostor,n000014
dataset/test\n000006\0132_02.jpg,genuine,n000006
dataset/test\n000028\0324_02.jpg,impostor,n000022
dataset/test\n000008\0241_01.jpg,impostor,n000006
dataset/test\n000006\0325_01.jpg,impostor,n000010
dataset/test\n000006\0228_01.jpg,impostor,n000013
dataset/test\n000026\0046_01.jpg,impostor,n000021
dataset/test\n000008\0087_01.jpg,genuine,n000008
dataset/test\n000019\0404_01.jpg,genuine,n000019
dataset/test\n000016\0088_01.jpg,impostor,n000008
dataset/test\n000006\0395_01.jpg,genuine,n000006
dataset/test\n000032\0185_01.jpg,impostor,n000022
dataset/test\n000012\0288_02.jpg,genuine,n000012
dataset/test\n000007\0087_02.jpg,impostor,n000014
dataset/test\n000027\0263_01.jpg,impostor,n000013
dataset/test\n000024\0014_01.jpg,genuine,n000024
dataset/test\n000025\0057_01.jpg,genuine,n000025
dataset/test\n000026\0339_02.jpg,genuine,n000026
dataset/test\n000020\0468_02.jpg,impostor,n000007
dataset/test\n000024\0086_01.jpg,genuine,n000024
dataset/test\n000021\0057_01.jpg,genuine,n000021
dataset/test\n000005\0090_01.jpg,impostor,n000004
dataset/test\n000030\0296_01.jpg,genuine,n000030
dataset/test\n000004\0169_01.jpg,impostor,n000008
dataset/test\n000010\0102_01.jpg,genuine,n000010
dataset/test\n000004\0414_01.jpg,impostor,n000007
dataset/test\n000032\0255_05.jpg,genuine,n000032
dataset/test\n000022\0023_01.jpg,genuine,n000022
dataset/test\n000023\0076_04.jpg,genuine,n000023
dataset/test\n000023\0272_01.jpg,impostor,n000015
dataset/test\n000018\0119_01.jpg,genuine,n000018
dataset/test\n000004\0335_01.jpg,genuine,n000004
dataset/test\n000019\0164_01.jpg,impostor,n000032
dataset/test\n000018\0150_01.jpg,impostor,n000019
dataset/test\n000007\0138_02.jpg,genuine,n000007
dataset/test\n000030\0097_01.jpg,genuine,n000030
dataset/test\n000023\0016_01.jpg,impostor,n000003
dataset/test\n000027\0095_01.jpg,impostor,n000015
dataset/test\n000010\0056_01.jpg,genuine,n000010
dataset/test\n000031\0292_02.jpg,impostor,n000020
dataset/test\n000021\0313_01.jpg,impostor,n000015
dataset/test\n000026\0013_02.jpg,impostor,n000014
dataset/test\n000023\0397_01.jpg,genuine,n000023
dataset/test\n000032\0469_02.jpg,impostor,n000026
dataset/test\n000022\0425_01.jpg,genuine,n000022
dataset/test\n000018\0019_02.jpg,impostor,n000025
dataset/test\n000012\0108_02.jpg,impostor,n000008
dataset/test\n000025\0141_01.jpg,impostor,n000018
dataset/test\n000006\0072_01.jpg,impostor,n000017
dataset/test\n000032\0324_01.jpg,impostor,n000005
dataset/test\n000024\0369_01.jpg,genuine,n000024
dataset/test\n000022\0195_01.jpg,impostor,n000021
dataset/test\n000011\0101_01.jpg,impostor,n000017
dataset/test\n000026\0184_01.jpg,genuine,n000026
dataset/test\n000019\0124_02.jpg,genuine,n000019
dataset/test\n000021\0021_01.jpg,impostor,n000003
dataset/test\n000026\0366_01.jpg,impostor,n000004
dataset/test\n000017\0205_02.jpg,genuine,n000017
dataset/test\n000030\0107_01.jpg,genuine,n000030
dataset/test\n000023\0383_04.jpg,genuine,n000023
dataset/test\n000014\0014_01.jpg,genuine,n000014
dataset/test\n000004\0402_01.jpg,genuine,n000004
dataset/test\n000033\0185_01.jpg,genuine,n000033
dataset/test\n000016\0140_01.jpg,impostor,n000028
dataset/test\n000015\0417_01.jpg,genuine,n000015
dataset/test\n000016\0127_01.jpg,impostor,n000026
dataset/test\n000030\0088_01.jpg,impostor,n000026
dataset/test\n000017\0174_01.jpg,impostor,n000028
dataset/test\n000004\0133_01.jpg,impostor,n000011
dataset/test\n000033\0131_01.jpg,genuine,n000033
dataset/test\n000020\0256_01.jpg,genuine,n000020
dataset/test\n000023\0275_01.jpg,genuine,n000023
dataset/test\n000027\0188_01.jpg,impostor,n000031
dataset/test\n000012\0152_04.jpg,impostor,n000028
dataset/test\n000015\0087_03.jpg,impostor,n000026
dataset/test\n000020\0038_02.jpg,genuine,n000020
dataset/test\n000004\0031_01.jpg,genuine,n000004
dataset/test\n000016\0284_01.jpg,genuine,n000016
dataset/test\n000025\0045_02.jpg,impostor,n000004
dataset/test\n000019\0070_01.jpg,impostor,n000028
dataset/test\n000032\0135_01.jpg,genuine,n000032
dataset/test\n000003\0108_01.jpg,impostor,n000032
dataset/test\n000014\0195_01.jpg,impostor,n000012
dataset/test\n000022\0029_01.jpg,genuine,n000022
dataset/test\n000010\0049_01.jpg,genuine,n000010
dataset/test\n000002\0325_01.jpg,genuine,n000002
dataset/test\n000011\0128_02.jpg,genuine,n000011
dataset/test\n000016\0454_01.jpg,genuine,n000016
dataset/test\n000027\0462_10.jpg,genuine,n000027
dataset/test\n000022\0402_01.jpg,impostor,n000007
dataset/test\n000016\0485_01.jpg,genuine,n000016
dataset/test\n000024\0204_01.jpg,genuine,n000024
dataset/test\n000006\0131_01.jpg,genuine,n000006
dataset/test\n000033\0040_01.jpg,genuine,n000033
dataset/test\n000008\0110_01.jpg,impostor,n000012
dataset/test\n000016\0500_01.jpg,impostor,n000010
dataset/test\n000013\0157_01.jpg,genuine,n000013
dataset/test\n000031\0063_01.jpg,impostor,n000030
dataset/test\n000017\0346_01.jpg,genuine,n000017
dataset/test\n000011\0355_02.jpg,impostor,n000007
dataset/test\n000023\0069_01.jpg,impostor,n000012
dataset/test\n000004\0416_01.jpg,impostor,n000011
dataset/test\n000004\0407_01.jpg,impostor,n000011
dataset/test\n000018\0025_01.jpg,impostor,n000020
dataset/test\n000027\0415_01.jpg,impostor,n000008
dataset/test\n000031\0021_01.jpg,impostor,n000010
dataset/test\n000033\0222_01.jpg,genuine,n000033
dataset/test\n000004\0109_02.jpg,impostor,n000005
dataset/test\n000026\0350_03.jpg,impostor,n000022
dataset/test\n000026\0235_01.jpg,impostor,n000015
dataset/test\n000012\0033_01.jpg,genuine,n000012
dataset/test\n000024\0171_01.jpg,impostor,n000027
dataset/test\n000024\0290_01.jpg,impostor,n000028
dataset/test\n000025\0167_08.jpg,impostor,n000024
dataset/test\n000032\0091_01.jpg,genuine,n000032
dataset/test\n000010\0072_01.jpg,genuine,n000010
dataset/test\n000006\0119_02.jpg,impostor,n000008
dataset/test\n000018\0086_03.jpg,impostor,n000012
dataset/test\n000016\0275_01.jpg,genuine,n000016
dataset/test\n000018\0086_01.jpg,impostor,n000005
dataset/test\n000012\0024_01.jpg,genuine,n000012
dataset/test\n000022\0275_01.jpg,genuine,n000022
dataset/test\n000031\0120_01.jpg,genuine,n000031
dataset/test\n000007\0012_01.jpg,genuine,n000007
dataset/test\n000008\0348_01.jpg,genuine,n000008
dataset/test\n000023\0105_01.jpg,impostor,n000024
dataset/test\n000017\0319_01.jpg,genuine,n000017
dataset/test\n000011\0212_02.jpg,genuine,n000011
dataset/test\n000006\0378_01.jpg,impostor,n000031
dataset/test\n000026\0234_01.jpg,impostor,n000024
dataset/test\n000016\0204_01.jpg,genuine,n000016
dataset/test\n000022\0308_01.jpg,genuine,n000022
dataset/test\n000027\0144_01.jpg,genuine,n000027
dataset/test\n000015\0057_01.jpg,impostor,n000006
dataset/test\n000024\0351_01.jpg,impostor,n000006
dataset/test\n000006\0532_01.jpg,impostor,n000031
dataset/test\n000027\0094_04.jpg,genuine,n000027
dataset/test\n000013\0108_01.jpg,impostor,n000014
dataset/test\n000018\0219_01.jpg,genuine,n000018
dataset/test\n000024\0440_01.jpg,genuine,n000024
dataset/test\n000015\0417_01.jpg,impostor,n000007
dataset/test\n000017\0057_01.jpg,impostor,n000010
dataset/test\n000015\0190_02.jpg,impostor,n000012
dataset/test\n000023\0182_01.jpg,impostor,n000025
dataset/test\n000011\0133_01.jpg,impostor,n000027
dataset/test\n000002\0035_01.jpg,genuine,n000002
dataset/test\n000007\0181_01.jpg,genuine,n000007
dataset/test\n000003\0091_01.jpg,genuine,n000003
dataset/test\n000002\0044_01.jpg,genuine,n000002
dataset/test\n000002\0102_02.jpg,impostor,n000008
dataset/test\n000033\0116_02.jpg,impostor,n000016
dataset/test\n000023\0041_01.jpg,impostor,n000026
dataset/test\n000020\0106_02.jpg,impostor,n000022
dataset/test\n000025\0241_02.jpg,impostor,n000017
dataset/test\n000016\0082_01.jpg,genuine,n000016
dataset/test\n000024\0484_01.jpg,impostor,n000005
dataset/test\n000011\0024_02.jpg,genuine,n000011
dataset/test\n000033\0310_02.jpg,impostor,n000025
dataset/test\n000008\0013_01.jpg,genuine,n000008
dataset/test\n000025\0149_01.jpg,impostor,n000004
dataset/test\n000005\0043_01.jpg,impostor,n000031
dataset/test\n000019\0239_01.jpg,impostor,n000024
dataset/test\n000016\0352_02.jpg,impostor,n000027
dataset/test\n000020\0311_01.jpg,genuine,n000020
dataset/test\n000005\0431_01.jpg,genuine,n000005
dataset/test\n000030\0012_01.jpg,genuine,n000030
dataset/test\n000025\0317_02.jpg,genuine,n000025
dataset/test\n000020\0205_02.jpg,impostor,n000006
dataset/test\n000024\0311_01.jpg,impostor,n000028
dataset/test\n000023\0041_01.jpg,genuine,n000023
dataset/test\n000024\0287_01.jpg,impostor,n000032
dataset/test\n000030\0057_01.jpg,impostor,n000024
dataset/test\n000004\0234_01.jpg,impostor,n000002
dataset/test\n000006\0107_01.jpg,genuine,n000006
dataset/test\n000003\0071_01.jpg,genuine,n000003
dataset/test\n000025\0023_01.jpg,impostor,n000018
dataset/test\n000017\0016_02.jpg,impostor,n000024
dataset/test\n000032\0213_01.jpg,genuine,n000032
dataset/test\n000030\0273_02.jpg,impostor,n000011
dataset/test\n000013\0004_01.jpg,genuine,n000013
dataset/test\n000004\0233_01.jpg,genuine,n000004
dataset/test\n000031\0014_01.jpg,impostor,n000002
dataset/test\n000011\0408_01.jpg,impostor,n000003
dataset/test\n000013\0232_01.jpg,genuine,n000013
dataset/test\n000006\0209_01.jpg,genuine,n000006
dataset/test\n000019\0299_01.jpg,impostor,n000007
dataset/test\n000011\0105_01.jpg,impostor,n000021
dataset/test\n000033\0287_01.jpg,impostor,n000012
dataset/test\n000021\0144_03.jpg,genuine,n000021
dataset/test\n000027\0469_01.jpg,impostor,n000017
dataset/test\n000023\0108_01.jpg,genuine,n000023
dataset/test\n000027\0211_02.jpg,impostor,n000024
dataset/test\n000027\0471_01.jpg,impostor,n000019
dataset/test\n000007\0072_01.jpg,impostor,n000033
dataset/test\n000017\0081_01.jpg,genuine,n000017
dataset/test\n000012\0118_01.jpg,genuine,n000012
dataset/test\n000017\0044_01.jpg,impostor,n000027
dataset/test\n000021\0088_01.jpg,impostor,n000004
dataset/test\n000015\0145_01.jpg,impostor,n000012
dataset/test\n000005\0430_02.jpg,impostor,n000023
dataset/test\n000033\0435_01.jpg,impostor,n000023
dataset/test\n000002\0014_01.jpg,genuine,n000002
dataset/test\n000026\0070_01.jpg,genuine,n000026
dataset/test\n000023\0069_01.jpg,genuine,n000023
dataset/test\n000002\0034_01.jpg,genuine,n000002
dataset/test\n000031\0319_01.jpg,impostor,n000017
dataset/test\n000013\0211_01.jpg,impostor,n000019
dataset/test\n000028\0191_01.jpg,genuine,n000028
dataset/test\n000026\0388_01.jpg,impostor,n000024
dataset/test\n000026\0203_01.jpg,genuine,n000026
dataset/test\n000002\0153_01.jpg,impostor,n000027
dataset/test\n000025\0099_02.jpg,genuine,n000025
dataset/test\n000024\0484_01.jpg,genuine,n000024
dataset/test\n000018\0072_01.jpg,impostor,n000010
dataset/test\n000021\0270_01.jpg,impostor,n000017
dataset/test\n000025\0307_01.jpg,genuine,n000025
dataset/test\n000026\0285_01.jpg,genuine,n000026
dataset/test\n000014\0180_01.jpg,impostor,n000005
dataset/test\n000018\0315_01.jpg,genuine,n000018
dataset/test\n000022\0186_01.jpg,impostor,n000031
dataset/test\n000023\0320_02.jpg,genuine,n000023
dataset/test\n000019\0037_01.jpg,genuine,n000019
dataset/test\n000022\0276_01.jpg,genuine,n000022
dataset/test\n000016\0277_01.jpg,impostor,n000004
dataset/test\n000033\0304_03.jpg,genuine,n000033
dataset/test\n000024\0458_01.jpg,genuine,n000024
dataset/test\n000014\0217_01.jpg,genuine,n000014
dataset/test\n000033\0144_01.jpg,impostor,n000010
dataset/test\n000033\0197_01.jpg,genuine,n000033
dataset/test\n000018\0022_01.jpg,genuine,n000018
dataset/test\n000020\0316_01.jpg,impostor,n000027
dataset/test\n000022\0336_01.jpg,impostor,n000027
dataset/test\n000005\0430_02.jpg,genuine,n000005
dataset/test\n000012\0170_01.jpg,genuine,n000012
dataset/test\n000006\0446_01.jpg,impostor,n000025
dataset/test\n000014\0130_09.jpg,genuine,n000014
dataset/test\n000018\0106_01.jpg,impostor,n000013
dataset/test\n000016\0084_01.jpg,genuine,n000016
dataset/test\n000022\0385_01.jpg,impostor,n000021
dataset/test\n000012\0016_04.jpg,genuine,n000012
dataset/test\n000022\0444_01.jpg,impostor,n000030
dataset/test\n000023\0138_01.jpg,impostor,n000028
dataset/test\n000017\0023_01.jpg,genuine,n000017
dataset/test\n000002\0204_03.jpg,impostor,n000012
dataset/test\n000031\0050_01.jpg,genuine,n000031
dataset/test\n000002\0060_01.jpg,genuine,n000002
dataset/test\n000030\0087_01.jpg,genuine,n000030
dataset/test\n000025\0041_01.jpg,impostor,n000031
dataset/test\n000030\0093_01.jpg,genuine,n000030
dataset/test\n000016\0189_01.jpg,genuine,n000016
dataset/test\n000013\0174_01.jpg,impostor,n000028
dataset/test\n000020\0459_02.jpg,impostor,n000012
dataset/test\n000005\0090_01.jpg,genuine,n000005
dataset/test\n000017\0309_02.jpg,genuine,n000017
dataset/test\n000024\0388_02.jpg,genuine,n000024
dataset/test\n000030\0048_01.jpg,genuine,n000030
dataset/test\n000032\0197_01.jpg,genuine,n000032
